per_tile_batch_latency_s
0.000492
0.000490
0.000506
0.000530
0.000500
0.000116
0.000489
0.000501
0.000578
0.000563
0.000558
0.000531
0.000517
0.000574
0.000535
0.000536
0.000507
0.000535
0.000473
0.000877
0.000487
0.000537
0.000550
0.000545
0.000582
0.000524
0.000492
0.000850
0.000523
0.000465
0.000494
0.000547
0.000152
0.000539
0.000578
0.000580
0.000548
0.000547
0.000513
0.000590
0.000502
0.000501
0.000128
0.000591
0.000550
0.000514
0.000535
0.000533
0.000623
0.000545
0.000528
0.000743
0.000568
0.000526
0.000550
0.000488
0.000546
0.000565
0.000538
0.000636
0.000515
0.000523
0.000532
0.000119
0.000537
0.000628
0.000517
0.000539
0.000505
0.000489
0.000572
0.000559
0.000531
0.000502
0.000541
0.000523
0.000556
0.000484
0.000127
0.000518
0.001051
0.000484
0.000512
0.000476
0.000526
0.000546
0.000587
0.000559
0.000497
0.000494
0.000526
0.000517
0.000536
0.000665
0.000556
0.000935
0.000581
0.000453
0.000888
0.000522
0.000600
0.000517
0.000492
0.000515
0.000565
0.000493
0.000557
0.000909
0.000126
0.000595
0.000540
0.000508
0.000558
0.000524
0.000506
0.000590
0.000486
0.000491
0.000119
0.000530
0.000505
0.000521
0.000928
0.000537
0.000555
0.000525
0.000594
0.000546
0.000559
0.000516
0.000520
0.000550
0.000536
0.000534
0.001016
0.000121
0.000116
0.000524
0.000111
0.000539
0.000559
0.000489
0.000576
0.000511
0.000657
0.000528
0.000518
0.000561
0.000503
0.000553
0.000534
0.000571
0.000487
0.000128
0.000570
0.000558
0.000521
0.000509
0.000564
0.000533
0.000598
0.000513
0.000548
0.000740
0.000124
0.000598
0.000489
0.000508
0.000113
0.000546
0.000141
0.000519
0.000549
0.000128
0.000632
0.000538
0.000583
0.000558
0.000579
0.000513
0.000500
0.000530
0.000529
0.000510
0.000509
0.000569
0.000495
0.000593
0.000514
0.000628
0.000599
0.000134
0.000547
0.000510
0.000506
0.000142
0.000130
0.000471
0.000509
0.000111
0.000517
0.000528
0.000583
0.000524
0.000523
0.000545
0.000499
0.000509
0.000555
0.000514
0.000645
0.000118
0.000574
0.000876
0.000573
0.000481
0.000119
0.000566
0.000545
0.000122
0.000541
0.000600
0.000566
0.000499
0.000586
0.000519
0.000534
0.000563
0.000863
0.000139
0.000128
0.000578
0.000502
0.000575
0.000608
0.000532
0.000560
0.000522
0.001004
0.000567
0.000578
0.000589
0.000491
0.000525
0.000586
0.000540
0.000504
0.000504
0.000502
0.000502
0.000127
0.000553
0.000623
0.000558
0.000647
0.000142
0.000595
0.001183
0.000545
0.000534
0.000165
0.000143
0.000848
0.000552
0.000599
0.000510
0.000126
0.000126
0.000543
0.000451
0.000832
0.000119
0.000524
0.000110
0.000590
0.000123
0.000977
0.000540
0.000853
0.000467
0.000555
0.000520
0.000471
0.000515
0.000492
0.000561
0.000517
0.000582
0.000569
0.000475
0.000536
0.000600
0.000523
0.000584
0.000501
0.000514
0.000476
0.000522
0.000095
0.000483
0.000499
0.000571
0.001065
0.000557
0.000125
0.000524
0.000534
0.000501
0.000135
0.000120
0.000515
0.000099
0.000614
0.000534
0.000600
0.000506
0.000637
0.000551
0.000568
0.000128
0.000124
0.000509
0.000623
0.000122
0.000545
0.000586
0.000522
0.000552
0.000567
0.000558
0.000711
0.000132
0.000512
0.000617
0.000491
0.000575
0.000594
0.000508
0.000533
0.000587
0.000121
0.000545
0.000540
0.000509
0.000512
0.000543
0.000562
0.000567
0.000118
0.000539
0.000554
0.000606
0.000119
0.000355
0.000772
0.000126
0.000541
0.000548
0.000539
0.000518
0.001184
0.000639
0.000804
0.000483
0.000525
0.000582
0.000834
0.000502
0.000136
0.000594
0.000554
0.000525
0.000543
0.000129
0.000122
0.001072
0.000636
0.000134
0.000763
0.000502
0.000123
0.000569
0.000117
0.000511
0.000125
0.000595
0.000133
0.000533
0.000685
0.000542
0.000626
0.000111
0.000570
0.000544
0.000521
0.000665
0.000496
0.000514
0.000787
0.000502
0.000568
0.000537
0.000513
0.000509
0.000139
0.000130
0.000579
0.000549
0.000496
0.000644
0.000594
0.000504
0.000487
0.000537
0.000146
0.000948
0.000570
0.000610
0.000545
0.000529
0.000599
0.000477
0.000553
0.000571
0.000632
0.000629
0.000542
0.000571
0.000112
0.000479
0.000740
0.000502
0.000789
0.000841
0.000146
0.000480
0.000856
0.000557
0.000122
0.000575
0.000157
0.000850
0.000510
0.000968
0.000111
0.000561
0.000505
0.000552
0.000111
0.000580
0.000114
0.000497
0.000122
0.000538
0.000500
0.000495
0.000110
0.000582
0.000505
0.000503
0.000523
0.000121
0.000888
0.000733
0.000117
0.000549
0.000527
0.000535
0.000568
0.000539
0.000479
0.000544
0.000121
0.000512
0.000531
0.000553
0.000497
0.000529
0.000117
0.000506
0.000133
0.000130
0.000131
0.000537
0.000561
0.000506
0.000505
0.000117
0.000144
0.000557
0.000490
0.000528
0.000106
0.000504
0.000546
0.000131
0.000147
0.000494
0.000506
0.001097
0.000571
0.000511
0.000581
0.000575
0.000517
0.000130
0.000527
0.000132
0.000524
0.000576
0.000113
0.000572
0.000511
0.000521
0.000673
0.000513
0.000139
0.000550
0.000119
0.000126
0.000477
0.000149
0.000508
0.000513
0.000656
0.000535
0.000135
0.000105
0.000467
0.000508
0.000626
0.000560
0.000547
0.000503
0.000530
0.000535
0.000502
0.000144
0.000563
0.000560
0.000540
0.000123
0.000665
0.000114
0.000559
0.000594
0.000529
0.000574
0.000567
0.000587
0.000506
0.000121
0.000574
0.000576
0.000621
0.000543
0.000499
0.000605
0.000518
0.000532
0.000550
0.000501
0.000736
0.000513
0.000114
0.000655
0.000547
0.000142
0.000646
0.000513
0.000528
0.000587
0.000542
0.000562
0.000480
0.000952
0.000548
0.000521
0.000138
0.000890
0.000528
0.000500
0.000486
0.000733
0.000117
0.000525
0.000115
0.000570
0.000680
0.000552
0.000515
0.000528
0.000974
0.000588
0.000569
0.000117
0.000120
0.000520
0.000639
0.000570
0.000958
0.000526
0.000566
0.000550
0.000491
0.000135
0.000489
0.000109
0.000959
0.000544
0.000531
0.000528
0.000087
0.000554
0.000847
0.000474
0.000142
0.000136
0.000542
0.000519
0.000474
0.000130
0.000584
0.000677
0.000520
0.000120
0.000526
0.000881
0.000584
0.000508
0.000102
0.000465
0.000524
0.000540
0.000526
0.000556
0.000540
0.001149
0.000122
0.000531
0.000127
0.000118
0.000116
0.000591
0.000533
0.001009
0.000527
0.000584
0.000484
0.000543
0.000589
0.000559
0.000567
0.000558
0.000515
0.000126
0.000542
0.000493
0.000563
0.000614
0.000560
0.000534
0.000530
0.000503
0.000545
0.000595
0.000536
0.000114
0.000521
0.000542
0.000614
0.000129
0.000527
0.000471
0.000115
0.000544
0.000519
0.000111
0.000553
0.000501
0.001009
0.000549
0.001014
0.000492
0.000535
0.000539
0.000801
0.000584
0.000551
0.000105
0.000524
0.000555
0.001000
0.000616
0.000102
0.000873
0.000496
0.000596
0.000131
0.000505
0.000516
0.000568
0.000103
0.000136
0.000527
0.000634
0.000608
0.000128
0.000530
0.000130
0.000962
0.000534
0.000518
0.000122
0.000085
0.000121
0.000585
0.000519
0.000595
0.000543
0.000929
0.000493
0.000567
0.000693
0.000518
0.000801
0.001134
0.000548
0.000826
0.000125
0.000097
0.000110
0.000600
0.000543
0.000579
0.000929
0.000583
0.000803
0.000561
0.000150
0.000617
0.000569
0.000128
0.000126
0.000620
0.000129
0.000528
0.000572
0.000756
0.000536
0.000543
0.000525
0.000094
0.001012
0.000548
0.000517
0.000118
0.000869
0.000612
0.000598
0.000669
0.000137
0.000537
0.000611
0.000127
0.000547
0.000138
0.000477
0.000582
0.000582
0.000554
0.000531
0.000555
0.000503
0.000809
0.000468
0.000571
0.000147
0.000129
0.000132
0.000561
0.000126
0.000536
0.000486
0.000511
0.000538
0.000132
0.000616
0.000507
0.000115
0.000508
0.000489
0.000551
0.000572
0.000730
0.000584
0.000801
0.000136
0.000546
0.000540
0.000156
0.000588
0.000557
0.000599
0.000538
0.000540
0.000128
0.000126
0.000522
0.000126
0.000110
0.000592
0.000145
0.000137
0.000140
0.000552
0.000542
0.000555
0.000516
0.000514
0.000137
0.000135
0.000550
0.000139
0.000953
0.000547
0.000108
0.000121
0.000617
0.000691
0.000106
0.000139
0.000135
0.000557
0.000109
0.000562
0.000585
0.000546
0.000134
0.000497
0.000524
0.000497
0.000132
0.000543
0.000105
0.000519
0.000526
0.000115
0.000900
0.000527
0.000135
0.000999
0.000547
0.000561
0.000561
0.000544
0.000115
0.000537
0.000530
0.000696
0.000118
0.000594
0.000477
0.000120
0.000506
0.000522
0.000126
0.000534
0.000535
0.000539
0.000530
0.000502
0.000532
0.000140
0.000142
0.000545
0.000520
0.000550
0.000168
0.000555
0.000514
0.000559
0.000124
0.000131
0.000543
0.000545
0.000564
0.000556
0.000557
0.000695
0.000609
0.000120
0.000549
0.000130
0.001030
0.000538
0.000121
0.000116
0.000536
0.000779
0.000566
0.000525
0.000115
0.000567
0.000546
0.000139
0.000135
0.000119
0.000618
0.000128
0.000144
0.000450
0.000104
0.000548
0.000540
0.000581
0.000611
0.000129
0.000538
0.000571
0.000150
0.000568
0.000547
0.000550
0.000785
0.000744
0.000126
0.000623
0.000588
0.000116
0.000629
0.000131
0.000104
0.000100
0.000136
0.000983
0.000124
0.000662
0.000124
0.000594
0.000570
0.000594
0.000533
0.000131
0.000935
0.000580
0.000138
0.000525
0.000526
0.000536
0.000682
0.000557
0.000521
0.000138
0.000553
0.000537
0.000525
0.001269
0.000624
0.000549
0.000640
0.000560
0.000116
0.000569
0.000526
0.000503
0.000142
0.000116
0.000577
0.000533
0.000528
0.000131
0.000602
0.000138
0.000512
0.000549
0.000540
0.000518
0.000582
0.000774
0.000129
0.000140
0.000136
0.000135
0.000113
0.000717
0.000108
0.000113
0.000548
0.000500
0.000652
0.000591
0.000129
0.000129
0.000641
0.000541
0.000127
0.000531
0.000512
0.000145
0.001463
0.000124
0.000579
0.000504
0.000923
0.000135
0.000137
0.001823
0.000110
0.000118
0.000565
0.000145
0.000129
0.000507
0.000524
0.000654
0.000505
0.000565
0.000570
0.000547
0.000131
0.000126
0.000611
0.000543
0.000145
0.000131
0.000545
0.000903
0.000505
0.000917
0.000128
0.001044
0.000142
0.000130
0.000549
0.000496
0.000548
0.000552
0.000508
0.000559
0.000488
0.000125
0.000684
0.000525
0.000500
0.000565
0.000563
0.000573
0.000523
0.002109
0.000989
0.000108
0.000527
0.000529
0.000551
0.000125
0.000737
0.000640
0.000529
0.000132
0.000692
0.000531
0.000109
0.000765
0.000571
0.000756
0.000531
0.000521
0.000528
0.000524
0.000569
0.000121
0.001369
0.000650
0.000130
0.000116
0.000119
0.000880
0.000123
0.000554
0.000580
0.000105
0.000581
0.000121
0.000136
0.000500
0.000527
0.000141
0.000517
0.000542
0.000133
0.000135
0.000141
0.000544
0.000129
0.000570
0.000513
0.000524
0.000125
0.000127
0.000550
0.000561
0.000119
0.000118
0.000516
0.000118
0.000125
0.000563
0.000553
0.000543
0.000133
0.000122
0.000528
0.000553
0.000573
0.000566
0.000122
0.000499
0.001002
0.000142
0.000605
0.000528
0.000136
0.000589
0.000135
0.000615
0.000533
0.000545
0.000116
0.000541
0.000134
0.000777
0.000520
0.000535
0.000589
0.000574
0.000111
0.000122
0.000108
0.001112
0.000786
0.000504
0.000524
0.000603
0.000124
0.000115
0.000104
0.000120
0.000522
0.000680
0.000477
0.000530
0.000559
0.000574
0.000882
0.000580
0.000123
0.000666
0.000128
0.000566
0.000576
0.000549
0.000575
0.000955
0.000497
0.000111
0.000496
0.000583
0.000580
0.000551
0.000105
0.003889
0.001433
0.000769
0.000597
0.000131
0.000510
0.000138
0.000109
0.000551
0.000109
0.001073
0.000699
0.000557
0.000567
0.000583
0.000545
0.000125
0.000587
0.000510
0.000109
0.000494
0.000530
0.000826
0.000097
0.000518
0.000537
0.000128
0.000540
0.000490
0.000137
0.000566
0.000555
0.000508
0.000541
0.000512
0.000144
0.000504
0.000106
0.000104
0.000895
0.000553
0.000556
0.000128
0.000110
0.000538
