TIMESTAMP                   CATEGORY  SEVERITY  TYPE                         ENTITY                                             DESCRIPTION
2026-08-19T15:14:47.379364  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 5 times until "2026-Aug-19 15:13:21.0893238".
2026-08-19T15:03:47.398232  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 67 times until "2026-Aug-19 15:02:21.1071567".
2026-08-19T14:55:47.412282  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 60 times until "2026-Aug-19 14:55:21.1205437".
2026-08-19T14:25:47.463842  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 14:25:21.1739962".
2026-08-19T13:50:47.525148  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 47 times until "2026-Aug-19 13:49:21.2350832".
2026-08-19T13:32:47.55583   Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 13:32:21.2650413".
2026-08-19T12:57:47.617434  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 40 times until "2026-Aug-19 12:56:21.3252471".
2026-08-19T12:46:47.635948  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 12:46:21.3444329".
2026-08-19T12:10:47.698844  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 12 times until "2026-Aug-19 12:09:21.4085236".
2026-08-19T11:52:47.731876  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 11 times until "2026-Aug-19 11:51:21.4396094".
2026-08-19T11:35:47.759895  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 16 times until "2026-Aug-19 11:34:21.4683661".
2026-08-19T11:06:47.810463  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 5 times until "2026-Aug-19 11:05:21.5163453".
2026-08-19T10:49:47.839201  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 50 times until "2026-Aug-19 10:48:21.5478796".
2026-08-19T10:28:47.87668   Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 10:28:21.5852994".
2026-08-19T09:53:47.936924  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 77 times until "2026-Aug-19 09:52:21.6464162".
2026-08-19T09:36:17.968054  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 60 times until "2026-Aug-19 09:35:21.6775131".
2026-08-19T09:05:48.020675  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 09:05:21.7305219".
2026-08-19T08:24:48.092068  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 10 times until "2026-Aug-19 08:23:21.8001098".
2026-08-19T08:03:48.12806   Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 2 times until "2026-Aug-19 08:02:21.8377846".
2026-08-19T07:55:48.141958  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 9 times until "2026-Aug-19 07:54:21.8518452".
2026-08-19T07:40:48.168056  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 5 times until "2026-Aug-19 07:39:21.8799386".
2026-08-19T07:29:48.188841  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 7 times until "2026-Aug-19 07:28:21.8957083".
2026-08-19T07:16:48.209627  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 36 times until "2026-Aug-19 07:15:21.9167623".
2026-08-19T07:09:48.221884  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 07:09:21.9298388".
2026-08-19T06:34:48.282462  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 13 times until "2026-Aug-19 06:33:21.9928106".
2026-08-19T06:15:48.31554   Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 14 times until "2026-Aug-19 06:14:22.0239706".
2026-08-19T05:55:48.350248  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 8 times until "2026-Aug-19 05:54:22.0581959".
2026-08-19T05:38:48.380241  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 7 times until "2026-Aug-19 05:37:22.0885312".
2026-08-19T05:24:48.403941  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 4 times until "2026-Aug-19 05:23:22.1126946".
2026-08-19T04:58:48.449308  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 62 times until "2026-Aug-19 04:57:22.1580018".
2026-08-19T04:55:48.457854  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 60 times until "2026-Aug-19 04:55:22.1625293".
2026-08-19T04:25:48.506994  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 04:25:22.216435".
2026-08-19T03:50:48.568844  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 2 times until "2026-Aug-19 03:49:22.2784196".
2026-08-19T03:37:48.590952  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 117 times until "2026-Aug-19 03:36:22.2995698".
2026-08-19T03:10:18.638696  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 90 times until "2026-Aug-19 03:09:22.347698".
2026-08-19T02:40:18.690417  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 60 times until "2026-Aug-19 02:39:22.400297".
2026-08-19T02:09:48.743844  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 02:09:22.4535015".
2026-08-19T01:34:48.803858  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 11 times until "2026-Aug-19 01:33:22.5117637".
2026-08-19T01:17:48.833037  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 62 times until "2026-Aug-19 01:16:22.5420127".
2026-08-19T01:15:18.837749  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 60 times until "2026-Aug-19 01:14:22.5479076".
2026-08-19T00:44:48.89095   Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 30 times until "2026-Aug-19 00:44:22.599236".
2026-08-19T00:09:48.950954  Events    INFO      EventsDedupReport            Backend                                            Event "GcTooManyScans" with hash 1338870898 was deduped 50 times until "2026-Aug-19 00:08:22.6642557".
